date,app_installed,contact_tracing_enabled
2022-06-25,10321344.714285715,7374372.428571428
2022-06-26,10307679,7362037.857142857
2022-06-27,10293520,7351091.142857143
2022-06-28,10279210.714285715,7341540.142857143
2022-06-29,10260928,7332010.142857143
2022-06-30,10240480.285714285,7322293.142857143
2022-07-01,10221223.857142856,7314743.428571428
2022-07-02,10199397.285714285,7305123.714285715
2022-07-03,10178931.42857143,7296532.142857143
2022-07-04,10162399,7289515.714285715
2022-07-05,10148177.857142856,7280911
2022-07-06,10139317.142857144,7272932.285714285
2022-07-07,10131815.42857143,7263159.714285715
2022-07-08,10128612,7253669.571428572
2022-07-09,10124446,7242853.857142857
2022-07-10,10121040.714285715,7233341
2022-07-11,10115379.857142856,7222971.428571428
2022-07-12,10109414.857142856,7214497.142857143
2022-07-13,10102245,7206539.285714285
2022-07-14,10095229.714285715,7199310
2022-07-15,10084252.857142856,7189010.142857143
2022-07-16,10074188.857142856,7178543.142857143
2022-07-17,10064140,7168581.142857143
2022-07-18,10053050.57142857,7159376.428571428
2022-07-19,10038884.714285715,7147725.285714285
2022-07-20,10024452.142857144,7135989.428571428
2022-07-21,10008710.42857143,7123958
2022-07-22,9993128.142857144,7113221.857142857
2022-07-23,9976358.142857144,7103139.714285715
2022-07-24,9957821.285714285,7091138
2022-07-25,9938558.42857143,7077560.428571428
2022-07-26,9919765.285714285,7064945.142857143
2022-07-27,9900704,7052597.571428572
2022-07-28,9881983.285714285,7041317.285714285
2022-07-29,9864145,7031619.857142857
2022-07-30,9847057.714285715,7022442.571428572
2022-07-31,9830680,7013750.857142857
2022-08-01,9815589.57142857,7005968.428571428
2022-08-02,9803476.142857144,6999803.714285715
2022-08-03,9790289.42857143,6992370.857142857
2022-08-04,9776419.285714285,6984247.428571428
2022-08-05,9760801.57142857,6973488
2022-08-06,9745445.142857144,6962805.714285715
2022-08-07,9728471.857142856,6950514.142857143
2022-08-08,9710808.857142856,6937000.285714285
2022-08-09,9692628.285714285,6922478.142857143
2022-08-10,9675392.42857143,6908791.857142857
2022-08-11,9658379,6895064
2022-08-12,9642046.285714285,6881918.857142857
2022-08-13,9626367.285714285,6868743
2022-08-14,9612919.714285715,6857071.571428572
2022-08-15,9599239.285714285,6846045.714285715
2022-08-16,9585734.285714285,6838375.571428572
2022-08-17,9573292.57142857,6832412
2022-08-18,9560536.857142856,6826028
2022-08-19,9548426.57142857,6819980.285714285
2022-08-20,9535489.142857144,6813775
2022-08-21,9520888.57142857,6806754.714285715
2022-08-22,9505837.57142857,6798584.571428572
2022-08-23,9488081.142857144,6785509
2022-08-24,9468135.714285715,6770323.714285715
2022-08-25,9446890,6754063.714285715
2022-08-26,9428209.42857143,6735565.428571428
2022-08-27,9408029,6723040
2022-08-28,9386278,6710653.285714285
2022-08-29,9366408.57142857,6700448.714285715
2022-08-30,9348788.42857143,6692121.571428572
2022-08-31,9332920.714285715,6684928.142857143
2022-09-01,9317216.57142857,6678251
2022-09-02,9298892.42857143,6674647.857142857
2022-09-03,9283526.857142856,6665182.142857143
2022-09-04,9273638,6656469.142857143
2022-09-05,9266302,6647155.285714285
2022-09-06,9261364.857142856,6638997.857142857
2022-09-07,9256280.42857143,6629560.428571428
2022-09-08,9253017.42857143,6621052.571428572
2022-09-09,9248963.42857143,6611425.142857143
2022-09-10,9244084.142857144,6603002.142857143
2022-09-11,9234969.857142856,6593054.571428572
2022-09-12,9222647.285714285,6582565
2022-09-13,9206346.714285715,6569363.571428572
2022-09-14,9189861.857142856,6556868
2022-09-15,9172520.285714285,6542820.714285715
2022-09-16,9155223.142857144,6519233.142857143
2022-09-17,9136976.42857143,6503619.714285715
2022-09-18,9118552.857142856,6488637.285714285
2022-09-19,9099929.142857144,6474199.714285715
2022-09-20,9084537.142857144,6462540.571428572
2022-09-21,9069836.285714285,6451395
2022-09-22,9055423.142857144,6441695.857142857
2022-09-23,9040967.285714285,6441737.285714285
2022-09-24,9027232,6432287
2022-09-25,9013854,6423155.285714285
2022-09-26,9001889.714285715,6414540
2022-09-27,8989067.142857144,6405373.285714285
2022-09-28,8976976,6397291
2022-09-29,8964823.714285715,6389401.857142857
2022-09-30,8953803.857142856,6381280.571428572
2022-10-01,8941161.857142856,6373265.285714285
2022-10-02,8929139.714285715,6364950.428571428
2022-10-03,8916303.857142856,6356709
2022-10-04,8903333.714285715,6347964.571428572
2022-10-05,8890569.42857143,6338847.857142857
2022-10-06,8877893.142857144,6329699.857142857
2022-10-07,8863904.57142857,6320342.285714285
2022-10-08,8851600,6311786.714285715
2022-10-09,8839371.857142856,6303680.285714285
2022-10-10,8828867.42857143,6296046.714285715
2022-10-11,8817826.142857144,6288333
2022-10-12,8805585.42857143,6279897.714285715
2022-10-13,8792482.142857144,6271021.857142857
2022-10-14,8780333.42857143,6263124
2022-10-15,8767756.42857143,6254973.285714285
2022-10-16,8753842.857142856,6246502.142857143
2022-10-17,8737206.714285715,6236917.571428572
2022-10-18,8719402.42857143,6227426.571428572
2022-10-19,8701867.285714285,6219247.428571428
2022-10-20,8682472.42857143,6208753.714285715
2022-10-21,8661590.142857144,6197333.142857143
2022-10-22,8642271.857142856,6187781.714285715
2022-10-23,8622351.42857143,6176301.285714285
2022-10-24,8601949.57142857,6163831.142857143
2022-10-25,8584132.42857143,6152743.428571428
2022-10-26,8567032.857142856,6141985.714285715
2022-10-27,8552420.42857143,6134966.285714285
2022-10-28,8535795.857142856,6126052.285714285
2022-10-29,8518989,6115953
2022-10-30,8503694.285714285,6108149.142857143
2022-10-31,8491295,6102558.857142857
2022-11-01,8477013.714285715,6095229.571428572
2022-11-02,8462499.142857144,6086890.142857143
2022-11-03,8447146.285714285,6076791.714285715
2022-11-04,8434043.285714285,6068476.571428572
2022-11-05,8419518.285714285,6059498
2022-11-06,8405958.42857143,6051050.714285715
2022-11-07,8391303.857142856,6041682
2022-11-08,8379035.714285715,6033766.428571428
2022-11-09,8365022.857142857,6025597.142857143
2022-11-10,8350892.714285715,6017022.285714285
2022-11-11,8337652.285714285,6008460.428571428
2022-11-12,8325213.428571428,6000697.571428572
2022-11-13,8311884.857142857,5992699.428571428
2022-11-14,8298610.714285715,5985505.285714285
2022-11-15,8283672.857142857,5978311.285714285
2022-11-16,8268632.428571428,5971090
2022-11-17,8254449.285714285,5966058.285714285
2022-11-18,8240350.285714285,5961734.571428572
2022-11-19,8223877.714285715,5955442.428571428
2022-11-20,8209111.142857143,5949984
2022-11-21,8193618,5943433.428571428
2022-11-22,8178894.285714285,5935780.428571428
2022-11-23,8169078.714285715,5928301
2022-11-24,8161840,5921253.714285715
2022-11-25,8154048.571428572,5911824.142857143
2022-11-26,8148250.857142857,5902999.142857143
2022-11-27,8140962.714285715,5892477.285714285
2022-11-28,8134911.571428572,5882752.428571428
2022-11-29,8128247.142857143,5872539.571428572
2022-11-30,8118997.857142857,5862975.571428572
2022-12-01,8106885.857142857,5851604.857142857
2022-12-02,8093921.714285715,5840635.857142857
2022-12-03,8077865.142857143,5827810.571428572
2022-12-04,8065360.714285715,5817796.714285715
2022-12-05,8047207.714285715,5803371.714285715
2022-12-06,8035364,5793944.428571428
2022-12-07,8020351,5782295.142857143
2022-12-08,8003967.857142857,5771224.571428572
2022-12-09,7987927.285714285,5760822.285714285
2022-12-10,7975555.142857143,5753427.428571428
2022-12-11,7955530,5742314.571428572
2022-12-12,7941215.571428572,5736792.428571428
2022-12-13,7919550.857142857,5726098.142857143
2022-12-14,7901653.857142857,5718953.428571428
2022-12-15,7883201.142857143,5708589.571428572
2022-12-16,7867184.571428572,5699836.714285715
2022-12-17,7849743.428571428,5689967.285714285
2022-12-18,7837567,5681644.857142857
2022-12-19,7824062.714285715,5670303.857142857
2022-12-20,7811272.285714285,5659002.142857143
2022-12-21,7800156.428571428,5648955.285714285
2022-12-22,7787935.714285715,5636159.285714285
2022-12-23,7772762,5613441.142857143
2022-12-24,7758817.714285715,5591790.857142857
2022-12-25,7743443,5571557
2022-12-26,7728089.428571428,5552666
2022-12-27,7714085.142857143,5535692.428571428
2022-12-28,7690418.857142857,5514295.285714285
2022-12-29,7675909.428571428,5501949.714285715
2022-12-30,7663514.857142857,5496183.857142857
2022-12-31,7649584.142857143,5494655.714285715
2023-01-01,7636276.857142857,5493244.285714285
2023-01-02,7623326,5491914.571428572
2023-01-03,7611640.857142857,5491959.428571428
2023-01-04,7605131.857142857,5492357.428571428
2023-01-05,7591971,5489324.142857143
2023-01-06,7576659.428571428,5487919.285714285
2023-01-07,7563372,5480713.714285715
2023-01-08,7550281.571428572,5472724.285714285
2023-01-09,7537621.285714285,5465067.714285715
2023-01-10,7524989.571428572,5455986.428571428
2023-01-11,7517400.428571428,5449115
2023-01-12,7510608.428571428,5441241.571428572
2023-01-13,7506037.571428572,5434222.714285715
2023-01-14,7502257.428571428,5428374.428571428
2023-01-15,7498159.285714285,5421417.428571428
2023-01-16,7493778.571428572,5413404
2023-01-17,7488601.714285715,5405302.428571428
2023-01-18,7479757.714285715,5396624.428571428
2023-01-19,7470721.714285715,5388647.285714285
2023-01-20,7460654,5380677.571428572
2023-01-21,7449751.857142857,5373034.428571428
2023-01-22,7439187.285714285,5365098
2023-01-23,7426862.714285715,5356583.428571428
2023-01-24,7414091.857142857,5347880.571428572
2023-01-25,7400832,5338498
2023-01-26,7387276.285714285,5329516.571428572
2023-01-27,7375342.857142857,5320846.857142857
2023-01-28,7362528.571428572,5311371
2023-01-29,7348737.428571428,5301165
2023-01-30,7337322.142857143,5292722.142857143
2023-01-31,7326973.857142857,5284898.142857143
2023-02-01,7314913.285714285,5275724.285714285
2023-02-02,7305165,5268433
2023-02-03,7293576.714285715,5259262.857142857
2023-02-04,7282429.142857143,5250864
2023-02-05,7271056.714285715,5242908.857142857
2023-02-06,7260256.714285715,5234665.714285715
2023-02-07,7248290.285714285,5226213.571428572
2023-02-08,7235952,5218888
2023-02-09,7219674,5208814.285714285
2023-02-10,7205127.857142857,5201046.857142857
2023-02-11,7187741.285714285,5190870.428571428
2023-02-12,7171797,5182303.857142857
2023-02-13,7153050.142857143,5171763.428571428
2023-02-14,7134987.571428572,5161341.714285715
2023-02-15,7119264.285714285,5152440.571428572
2023-02-16,7105025.428571428,5144656.714285715
2023-02-17,7089207.714285715,5134909.428571428
2023-02-18,7075262.142857143,5126534.571428572
2023-02-19,7061964.714285715,5118993.571428572
2023-02-20,7049839.714285715,5112541.142857143
2023-02-21,7036782.857142857,5105392.142857143
2023-02-22,7023868.571428572,5098084.142857143
2023-02-23,7011768,5091385.571428572
2023-02-24,6999424.428571428,5084160
2023-02-25,6985574.285714285,5076945.714285715
2023-02-26,6972499,5069220.857142857
2023-02-27,6960339,5062590.571428572
2023-02-28,6948667.714285715,5056158.285714285
2023-03-01,6937232.142857143,5049461
2023-03-02,6925247.142857143,5041922.428571428
2023-03-03,6914467.714285715,5035546.571428572
2023-03-04,6904601.428571428,5028698.571428572
2023-03-05,6895345,5022709.857142857
2023-03-06,6885122.285714285,5015216.428571428
2023-03-07,6874235.285714285,5006883.285714285
2023-03-08,6863594.714285715,4999457.142857143
2023-03-09,6851737,4991176
2023-03-10,6840899.285714285,4983792.142857143
2023-03-11,6832412.857142857,4978239
2023-03-12,6822362.142857143,4971672.571428572
2023-03-13,6812066.142857143,4964905.714285715
2023-03-14,6799813.571428572,4956725.571428572
2023-03-15,6788437.428571428,4948771.142857143
2023-03-16,6778583.142857143,4942395.714285715
2023-03-17,6767002.857142857,4934093
2023-03-18,6757477,4927169.571428572
2023-03-19,6744870.285714285,4917578.285714285
2023-03-20,6732436.857142857,4908242.142857143
2023-03-21,6722707.857142857,4901488.714285715
2023-03-22,6711573.571428572,4893404.285714285
2023-03-23,6699172.714285715,4885083.428571428
2023-03-24,6687776.142857143,4878063.142857143
2023-03-25,6647007.714285715,4848609.857142857
2023-03-26,6601358.714285715,4815705
2023-03-27,6554267.142857143,4781557.857142857
2023-03-28,6504677.571428572,4745694.857142857
2023-03-29,6454573.285714285,4709933.285714285
2023-03-30,6403223.142857143,4671496.714285715
2023-03-31,6326876.428571428,4613054.714285715
2023-04-01,6298618.571428572,4591430.571428572
2023-04-02,6277394.571428572,4574300.428571428
2023-04-03,6255960.142857143,4558123
2023-04-04,6232702.571428572,4537946
2023-04-05,6210650.428571428,4521018.571428572
2023-04-06,6188406.285714285,4504519.571428572
2023-04-07,6189541.428571428,4503979.142857143
2023-04-08,6166146.285714285,4490462.285714285
2023-04-09,6140667.285714285,4477291.571428572
2023-04-10,NA,NA
2023-04-11,NA,NA
2023-04-12,NA,NA
